Rows,Cols,Latency,Energy,EDP
128,12,6.576669e-04,1.185598e-02,2.963050e-03
128,16,4.932502e-04,1.190821e-02,1.674058e-03
128,20,3.946001e-04,1.196044e-02,1.076096e-03
128,24,3.288334e-04,1.201267e-02,7.505523e-04
128,28,2.818572e-04,1.206490e-02,5.538237e-04
128,32,2.466251e-04,1.211713e-02,4.258569e-04
128,36,2.192223e-04,1.216936e-02,3.379298e-04
128,40,1.973001e-04,1.222158e-02,2.748979e-04
128,44,1.793637e-04,1.227381e-02,2.281593e-04
128,48,1.644167e-04,1.232604e-02,1.925330e-04
128,52,1.517693e-04,1.237827e-02,1.647469e-04
128,56,1.409286e-04,1.243050e-02,1.426516e-04
128,60,1.315334e-04,1.248273e-02,1.247875e-04
128,64,1.233125e-04,1.253496e-02,1.101354e-04
128,68,1.160589e-04,1.258719e-02,9.796588e-05
128,72,1.096111e-04,1.263942e-02,8.774573e-05
128,76,1.038421e-04,1.269165e-02,7.907782e-05
128,80,9.865003e-05,1.274387e-02,7.166143e-05
128,84,9.395241e-05,1.279610e-02,6.526542e-05
128,88,8.968185e-05,1.284833e-02,5.970977e-05
128,92,8.578263e-05,1.290056e-02,5.485256e-05
128,96,8.220836e-05,1.295279e-02,5.058070e-05
128,100,7.892002e-05,1.300502e-02,4.680314e-05
128,104,7.588464e-05,1.305725e-02,4.344591e-05
128,108,7.307410e-05,1.310948e-02,4.044844e-05
128,112,7.046431e-05,1.316171e-02,3.776071e-05
128,116,6.803450e-05,1.321394e-02,3.534111e-05
128,120,6.576669e-05,1.326616e-02,3.315483e-05
128,124,6.364518e-05,1.331839e-02,3.117256e-05
128,128,6.165627e-05,1.337062e-02,2.936944e-05
