Rows,Cols,Energy,TOPS,Time,Power Density
32,56,2.37891e-13,3.28125,2.44186e-05,0.780579
32,60,2.41289e-13,3.51562,2.27907e-05,0.848282
32,64,2.44688e-13,3.75,2.13663e-05,0.917578
32,68,2.48086e-13,3.98438,2.01094e-05,0.988467
32,72,2.51484e-13,4.21875,1.89922e-05,1.06095
32,76,2.54883e-13,4.45312,1.79926e-05,1.13503
32,80,2.58281e-13,4.6875,1.7093e-05,1.21069
32,84,2.6168e-13,4.92188,1.62791e-05,1.28795
32,88,2.65078e-13,5.15625,1.55391e-05,1.36681
32,92,2.68477e-13,5.39062,1.48635e-05,1.44726
32,96,2.71875e-13,5.625,1.42442e-05,1.5293
32,100,2.75273e-13,5.85938,1.36744e-05,1.61293
32,104,2.78672e-13,6.09375,1.31485e-05,1.69816
32,108,2.8207e-13,6.32812,1.26615e-05,1.78498
32,112,2.85469e-13,6.5625,1.22093e-05,1.87339
32,116,2.88867e-13,6.79688,1.17883e-05,1.96339
32,120,2.92266e-13,7.03125,1.13953e-05,2.05499
32,124,2.95664e-13,7.26562,1.10277e-05,2.14818
32,128,2.99063e-13,7.5,1.06831e-05,2.24297
36,4,2.175e-13,0.263672,0.000303876,0.0573486
36,8,2.20898e-13,0.527344,0.000151938,0.116489
36,12,2.24297e-13,0.791016,0.000101292,0.177422
36,16,2.27695e-13,1.05469,7.59689e-05,0.240147
36,20,2.31094e-13,1.31836,6.07751e-05,0.304665
36,24,2.34492e-13,1.58203,5.06459e-05,0.370974
36,28,2.37891e-13,1.8457,4.34108e-05,0.439075
36,32,2.41289e-13,2.10938,3.79845e-05,0.508969
36,36,2.44688e-13,2.37305,3.3764e-05,0.580655
36,40,2.48086e-13,2.63672,3.03876e-05,0.654133
36,44,2.51484e-13,2.90039,2.76251e-05,0.729403
36,48,2.54883e-13,3.16406,2.5323e-05,0.806465
36,52,2.58281e-13,3.42773,2.3375e-05,0.88532
36,56,2.6168e-13,3.69141,2.17054e-05,0.965966
36,60,2.65078e-13,3.95508,2.02584e-05,1.0484
36,64,2.68477e-13,4.21875,1.89922e-05,1.13264
36,68,2.71875e-13,4.48242,1.7875e-05,1.21866
36,72,2.75273e-13,4.74609,1.6882e-05,1.30647
36,76,2.78672e-13,5.00977,1.59935e-05,1.39608
36,80,2.8207e-13,5.27344,1.51938e-05,1.48748
36,84,2.85469e-13,5.53711,1.44703e-05,1.58067
36,88,2.88867e-13,5.80078,1.38125e-05,1.67566
36,92,2.92266e-13,6.06445,1.3212e-05,1.77243
36,96,2.95664e-13,6.32812,1.26615e-05,1.871
36,100,2.99063e-13,6.5918,1.2155e-05,1.97136
36,104,3.02461e-13,6.85547,1.16875e-05,2.07351
36,108,3.05859e-13,7.11914,1.12547e-05,2.17746
36,112,3.09258e-13,7.38281,1.08527e-05,2.28319
36,116,3.12656e-13,7.64648,1.04785e-05,2.39072
36,120,3.16055e-13,7.91016,1.01292e-05,2.50004
36,124,3.19453e-13,8.17383,9.80244e-06,2.61115
36,128,3.22852e-13,8.4375,9.49611e-06,2.72406
40,4,2.41289e-13,0.292969,0.000273488,0.0706902
40,8,2.44688e-13,0.585938,0.000136744,0.143372
40,12,2.48086e-13,0.878906,9.11627e-05,0.218044
40,16,2.51484e-13,1.17188,6.8372e-05,0.294708
40,20,2.54883e-13,1.46484,5.46976e-05,0.373363
