Rows,Cols,Energy,TOPS,Time,Power Density
20,72,5.75438e-14,3.33984e-01,2.39902e-04,1.92187e-02
20,76,5.92313e-14,3.52539e-01,2.27275e-04,2.08813e-02
20,80,6.09188e-14,3.71094e-01,2.15912e-04,2.26066e-02
20,84,6.26063e-14,3.89648e-01,2.05630e-04,2.43944e-02
20,88,6.42938e-14,4.08203e-01,1.96283e-04,2.62449e-02
20,92,6.59813e-14,4.26758e-01,1.87749e-04,2.81580e-02
20,96,6.76688e-14,4.45312e-01,1.79926e-04,3.01337e-02
20,100,6.93563e-14,4.63867e-01,1.72729e-04,3.21721e-02
20,104,7.10438e-14,4.82422e-01,1.66086e-04,3.42731e-02
20,108,7.27312e-14,5.00977e-01,1.59935e-04,3.64367e-02
20,112,7.44188e-14,5.19531e-01,1.54223e-04,3.86629e-02
20,116,7.61063e-14,5.38086e-01,1.48905e-04,4.09517e-02
20,120,7.77938e-14,5.56641e-01,1.43941e-04,4.33032e-02
20,124,7.94813e-14,5.75195e-01,1.39298e-04,4.57172e-02
20,128,8.11688e-14,5.93750e-01,1.34945e-04,4.81939e-02
24,4,3.42900e-14,2.22656e-02,3.59853e-03,7.63488e-04
24,8,3.59775e-14,4.45312e-02,1.79926e-03,1.60212e-03
24,12,3.76650e-14,6.67969e-02,1.19951e-03,2.51590e-03
24,16,3.93525e-14,8.90625e-02,8.99632e-04,3.50483e-03
24,20,4.10400e-14,1.11328e-01,7.19705e-04,4.56891e-03
24,24,4.27275e-14,1.33594e-01,5.99755e-04,5.70813e-03
24,28,4.44150e-14,1.55859e-01,5.14075e-04,6.92249e-03
24,32,4.61025e-14,1.78125e-01,4.49816e-04,8.21201e-03
24,36,4.77900e-14,2.00391e-01,3.99836e-04,9.57667e-03
24,40,4.94775e-14,2.22656e-01,3.59853e-04,1.10165e-02
24,44,5.11650e-14,2.44922e-01,3.27139e-04,1.25314e-02
24,48,5.28525e-14,2.67187e-01,2.99877e-04,1.41215e-02
24,52,5.45400e-14,2.89453e-01,2.76810e-04,1.57868e-02
24,56,5.62275e-14,3.11719e-01,2.57038e-04,1.75272e-02
24,60,5.79150e-14,3.33984e-01,2.39902e-04,1.93427e-02
24,64,5.96025e-14,3.56250e-01,2.24908e-04,2.12334e-02
24,68,6.12900e-14,3.78516e-01,2.11678e-04,2.31992e-02
24,72,6.29775e-14,4.00781e-01,1.99918e-04,2.52402e-02
24,76,6.46650e-14,4.23047e-01,1.89396e-04,2.73563e-02
24,80,6.63525e-14,4.45312e-01,1.79926e-04,2.95476e-02
24,84,6.80400e-14,4.67578e-01,1.71358e-04,3.18140e-02
24,88,6.97275e-14,4.89844e-01,1.63569e-04,3.41556e-02
24,92,7.14150e-14,5.12109e-01,1.56458e-04,3.65723e-02
24,96,7.31025e-14,5.34375e-01,1.49939e-04,3.90641e-02
24,100,7.47900e-14,5.56641e-01,1.43941e-04,4.16312e-02
24,104,7.64775e-14,5.78906e-01,1.38405e-04,4.42733e-02
24,108,7.81650e-14,6.01172e-01,1.33279e-04,4.69906e-02
24,112,7.98525e-14,6.23437e-01,1.28519e-04,4.97830e-02
24,116,8.15400e-14,6.45703e-01,1.24087e-04,5.26506e-02
24,120,8.32275e-14,6.67969e-01,1.19951e-04,5.55934e-02
24,124,8.49150e-14,6.90234e-01,1.16082e-04,5.86113e-02
24,128,8.66025e-14,7.12500e-01,1.12454e-04,6.17043e-02
28,4,3.97238e-14,2.59766e-02,3.08445e-03,1.03189e-03
28,8,4.14112e-14,5.19531e-02,1.54223e-03,2.15144e-03
28,12,4.30987e-14,7.79297e-02,1.02815e-03,3.35867e-03
28,16,4.47863e-14,1.03906e-01,7.71113e-04,4.65357e-03
28,20,4.64738e-14,1.29883e-01,6.16890e-04,6.03614e-03
28,24,4.81613e-14,1.55859e-01,5.14075e-04,7.50638e-03
28,28,4.98488e-14,1.81836e-01,4.40636e-04,9.06429e-03
28,32,5.15363e-14,2.07812e-01,3.85556e-04,1.07099e-02
28,36,5.32238e-14,2.33789e-01,3.42717e-04,1.24431e-02
28,40,5.49113e-14,2.59766e-01,3.08445e-04,1.42641e-02
28,44,5.65988e-14,2.85742e-01,2.80405e-04,1.61727e-02
28,48,5.82863e-14,3.11719e-01,2.57038e-04,1.81689e-02
28,52,5.99738e-14,3.37695e-01,2.37266e-04,2.02529e-02
28,56,6.16613e-14,3.63672e-01,2.20318e-04,2.24245e-02
28,60,6.33488e-14,3.89648e-01,2.05630e-04,2.46837e-02
28,64,6.50362e-14,4.15625e-01,1.92778e-04,2.70307e-02
